,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
300273.SZ,珠海和佳医疗设备股份有限公司,和佳医疗,,医疗设备及耗材的研发、制造、销售。,　　III类6821医用电子仪器设备，II类6822医用光学器具、仪器及内窥镜设备，II类6823医用超声仪器及有关设备，III类6824医用激光仪器设备，III类6825医用高频仪器设备，III类6826物理治疗及康复设备，III类6830医用X射线设备，II类6833医用核素设备，III类6845体外循环及血液处理设备，III类6854手术室、急救室、诊疗室设备及器具，II类6856病房护理设备及器具，II类6858医用冷疗、低温、冷藏设备及器具，III类6870软件，III类6877介入器材的研发、生产及相关技术咨询服务；III类6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具、仪器及内窥镜设备（角膜接触镜及其护理用液类除外），6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6828医用磁共振设备，6830医用X射线设备，6833医用核素设备，6845体外循环及血液处理设备，6854手术室、急救室、诊疗室设备及器具，6866医用高分子材料及制品，6870软件，6877介入器材的批发、零售；II类6825医用高频仪器设备，6870软件，6877介入器材，6833医用核素设备，6824医用激光仪器设备，6822医用光学器具、仪器及内窥镜设备，6830医用X射线设备，6815注射穿刺器械，6866医用高分子材料及制品，6845体外循环及血液处理设备，6828医用磁共振设备，6854手术室、急救室、诊疗室设备及器具，6821医用电子仪器设备，6826物理治疗及康复设备，6823医用超声仪器及有关设备，6858医用冷疗、低温、冷藏设备及器具，6840临床检验分析仪器，6841医用化验和基础设备器具，6856病房护理设备及器具，6831医用X射线附属设备及部件，6857消毒和灭菌设备及器具的批发、零售；一类医疗器械的批发、零售；设备租赁；机电设备安装（凭资质证书经营）；建筑装饰装修工程设计与施工（凭资质证书经营）；压力管道安装（凭资质证书经营）；压力管道设计（凭资质证书经营）；建筑智能化工程（凭资质证书经营）；洁净工程（凭资质证书经营）；压力容器安装（凭资质证书经营）；智能高低压成套配电设备的生产、销售；制冷系统、空气净化系统、空气消毒设备研究和开发、销售、安装及技术咨询服务；生物技术的研究与咨询服务、技术服务及技术转让、销售化学试剂（不含危险化学品）、卫生材料、实验仪器；医学康复、养老康复等医疗投资管理；建筑工程分包（凭资质证书经营）。,"珠海和佳医疗设备股份有限公司以医疗设备及耗材的研发,制造,销售为基础，为各级公立医院规划,设计,实施医用专业工程，打造肿瘤中心,康复中心,介入中心等重点临床学科。公司主要经营肿瘤微创治疗设备、医用分子筛制氧设备及工程、常规诊疗设备和医疗设备代理经销四大业务板块。公司先后被认定为国家高新技术企业、国家知识产权优势企业、并经全国博管办批准设立了珠海（国家）横琴新区博士后科研工作站分站。",郝峻卓,蔡孟珂 (5.74%)，郝镇熙 (2.69%),广东省珠海市香洲区宝盛路5号
300274.SZ,阳光电源股份有限公司,阳光电源,,太阳能、风能、储能、电动汽车等新能源电源设备的研发、生产、销售和服务。,　　新能源发电设备、分布式电源、及其配套产品的研制、生产、销售、服务、系统集成及技术转让；新能源发电工程、制氢系统及新能源汽车充换电设施的设计、开发、投资、建设和经营；电力电子设备、电气传动及控制设备、不间断电源、储能电源、制氢设备、新能源汽车充换电设备及系统、电能质量控制装置的研制、生产及销售；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。,阳光电源股份有限公司一家专注于太阳能、风能、储能、电动汽车等新能源电源设备的研发、生产、销售和服务的高新技术企业。主要产品为光伏逆变器、风电变流器、储能系统、新能源汽车驱动系统、水面光伏设备、智慧能源运维服务。公司先后荣获中国新能源企业30强、全球新能源企业100强、国家级“守合同重信用”企业、亚洲最佳企业雇主等荣誉。,曹仁贤,曹仁贤 (30.74%),安徽省合肥市肥西县高新区习友路1699号
300275.SZ,重庆梅安森科技股份有限公司,梅安森,,"物联网及安全领域成套技术与装备的研发,设计,生产,营销及运维服务(ITSS)。",　　计算机软件开发，计算机网络技术开发，计算机系统服务，计算机硬件、电子电器设备、自动化仪器仪表、通用设备、矿山专用设备、建材（不含危险化学品）的开发、制造、销售、技术咨询及技术服务，通信设备（不含卫星地面发射和接收设备）的制造、销售及技术服务，安防监控系统的设计、开发、制造、销售、安装、维修、技术咨询及技术服务，环境监测专用仪器仪表的设计、技术开发、制造、销售、安装、维修、技术咨询及技术服务，承接环境治理业务（凭资质证书执业），社会公共安全设备及器材的研究、技术开发、制造、销售、技术咨询及技术服务，对信息系统、安全仪器仪表装置进行检测，货物进出口、技术进出口，从事建筑相关业务（凭资质证书执业），销售五金，机电设备安装工程专业承包叁级：可承担投资额800万元及以下的一般工业和公共、民用建设项目的设备、线路、管道的安装，非标准钢构件的制作、安装（凭资质证书执业）。（以上经营范围法律、法规禁止经营的，不得经营；法律、法规、国务院规定需经审批的，未获审批前，不得经营。）。,"重庆梅安森科技股份有限公司是一家“物联网+”企业,专业从事安全领域监测监控预警成套技术与装备研发、设计、生产、营销及运维服务(ITSS)。主要产品是传输通信网络、数据处理系统、应用软件、智能地质保障、智能主煤流、智能辅助运输、智能通风、智能抽采、智能供电与给排水、智能安全监控、智能洗选、智慧园区与经营管理、环保业务、城市管理业务。利用自身在智能感知、物联网及大数据分析等方面的技术优势,在同一技术链上,打造相关多元化产业链,已经成为“物联网+安全与应急、矿山、城市管理、环保”整体解决方案提供商和运维服务商。公司产品涵盖监测监控领域的采集端产品、传输控制设备、软件平台及云服务平台等,广泛应用于矿山、环保、城市管理等领域。公司在监测监控与预警技术领域始终走在行业的前列。",马焰,马焰 (15.59%),重庆市九龙坡区福园路28号
300276.SZ,三丰智能装备集团股份有限公司,三丰智能,湖北三丰智能输送装备股份有限公司,自动化智能输送成套设备的研发设计、制造、安装、调试与技术服务。,　　智能物流系统工程的设计、制造、销售、安装和管理；智能输送成套装备、光机电一体化装备、涂装设备、自动化控制系统及系统集成、工业仓储自动化及工业机器人等的设计、制造、销售、安装调试与技术服务；经营本企业自产产品及相关技术的出口业务及本企业所需的机械设备、零配件、辅助材料及技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）；销售汽车（不含小轿车）。,三丰智能装备集团股份有限公司是一家从事智能输送成套设备的研发设计、制造、安装调试与技术服务的公司；公司主要产品是自行小车悬挂输送系统、摩擦输送系统、板式输送系统、滑撬输送系统、滑板输送系统、地面链式输送系统、悬挂及积放链式输送机、钢丝绳输送机、AGV自导引小车、RGV地面智能小车、淋雨吹干室、物料悬挂平移输送系统、升降机、翻转系统、辊子输送机、室内车辆尾气收排系统及其他非标设备。,朱汉平,朱汉平 (19.20%),湖北省黄石市大冶市经济技术开发区黄金山工业新区鹏程大道98号
300277.SZ,深圳海联讯科技股份有限公司,海联讯,,电力企业信息化建设业务，并提供相关的技术及咨询服务。,　　一般经营项目是：开发研究计算机硬件、从事信息网络技术软件开发、公用信息网、专网、企业网的信息系统应用软件开发业务，销售自产产品，并提供相关技术咨询；从事信息通讯网络系统集成技术开发业务；计算机网络系统集成及相关技术服务；安防技术防范系统设计、施工、维修。承装、承修、承试电力设施；自有物业出租；通信设备零售；通信网络支撑系统技术服务；通信工程施工总承包相应资质等级承包工程范围的工程施工；通信工程的技术咨询、技术服务、技术培训。通信设备制造；通信设备销售；网络设备制造；网络设备销售；信息安全设备制造；信息安全设备销售；物联网设备制造；物联网设备销售；人工智能应用软件开发；人工智能硬件销售；人工智能行业应用系统集成服务；人工智能通用应用系统；电力电子元器件制造；电力电子元器件销售；输配电及控制设备制造；智能输配电及控制设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"深圳海联讯科技股份有限公司的主营业务是电力企业信息化建设业务，并提供相关的技术及咨询服务。本公司的主要产品和服务可广泛应用于电力行业产业链发电、输电、变电、配电、用电和调度等各个环节,全面提升用户信息化水平,为客户创造价值。",应叶萍,杭州市人民政府 (26.82%),广东省深圳市南山区深南大道市高新技术园R2厂房B区3a层
300278.SZ,华昌达智能装备集团股份有限公司,华昌达,湖北华昌达智能装备股份有限公司,为客户提供基于工业4.0智能装备领域自动化系统整体解决方案，包括工艺研发、仿真设计、生产制造、安装调试、售后服务等。,　　机械设备及电气、环保设备、机械输送系统设计、制造、销售、安装、检修；机械、电器设备、仪器仪表、刃量具、工装夹具，仪器仪表，检测设备，电子计算机及配件，软件，办公设备及耗材，水泵阀门、五金交电、橡胶制品、化工产品（不含危险品和国家限制经营的化学品）、金属材料、建材销售；汽车零部件生产及销售；货物进出口、技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目取得许可后方可经营）。,"华昌达智能装备集团股份有限公司主营业务是为客户提供基于工业4.0智能装备领域自动化系统整体解决方案，包括工艺研发、仿真设计、生产制造、安装调试、售后服务等。公司产品涵盖白车身柔性焊装生产线、总装自动化生产线、涂装自动化生产线、数字化工厂解决方案、智能输送装备、工厂自动化系统、机器人先进制造系统等。公司经过多年的技术积累以及以内涵式增长与外延式发展相结合的方式,业务快速发展,在汽车等行业应用领域已经取得了较强的竞争优势,已成为国内智能装备业领军企业,初步形成了和国际一流企业开展竞争的能力。",李德富,颜华 (30.15%),湖北省十堰市茅箭区东益大道9号
300279.SZ,无锡和晶科技股份有限公司,和晶科技,,涵盖智能硬件、应用软件等物联网软硬件研发、制造、应用及服务。,　　嵌入式软件开发和技术咨询服务；生产微电脑智能控制器；输配电及控制设备、电子器件、汽车零部件及配件、通信设备、广播电视设备、非专业视听设备、计算机、照明器具、智能消费设备的研发和制造；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,无锡和晶科技股份有限公司的主营业务为围绕“物联网”和“教育”两大战略方向展开，在物联网领域的业务涵盖智能制造业务、智联业务，在教育领域的业务包括智慧校园、幼教云平台等教育信息化业务。公司主要产品包括智能控制器、智能信息化解决方案和“智慧树”幼教云平台等。公司具有电子与智能化资质二级、信息系统集成三级、TISS认证获得信息技术服务运行维护标准符合性证、ISO9001质量认证、ISO20000信息技术服务管理体系认证证书、ISO27001信息安全管理体系认证证书等资质。,冯红涛,陈柏林 (16.56%),江苏省无锡市新吴区长江东路177号
300280.SZ,福建紫天传媒科技股份有限公司,紫天科技,江苏紫天传媒科技股份有限公司,互联网营销广告业务和楼宇电梯广告业务。,　　一般项目：软件开发；组织文化艺术交流活动；广告设计、代理；广告发布；广告制作；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；会议及展览服务；网络技术服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,福建紫天传媒科技股份有限公司的主营业务包括互联网营销广告业务和楼宇电梯广告业务。公司的主要产品为液压机、机械压力机、广告服务业。通过收购股权，快速积累现代广告行业的运营经验，加快公司战略目标的实现，改善公司业绩压力。近几年来，公司注重技术改造，连续的大规模技改投入，公司液压机产品加工、装配综合能力和水平已跃居国内同行业领先水平。,姚小欣,郑岚 (10.33%)，姚海燕 (0.10%),江苏省南通市如皋市经济开发区锻压产业园区内
300281.SZ,广东金明精机股份有限公司,金明精机,,薄膜吹塑机组、流延机组等塑料机械设备的研发、生产和销售。,　　食品用塑料包装容器工具制品生产；发电业务、输电业务、供（配）电业务；塑料加工专用设备制造；塑料加工专用设备销售；模具制造；模具销售；智能基础制造装备制造；智能基础制造装备销售；人工智能行业应用系统集成服务；塑料制品制造；塑料制品销售；橡胶制品制造；橡胶制品销售；食品用塑料包装容器工具制品销售；劳动保护用品销售；劳动保护用品生产；产业用纺织制成品制造；产业用纺织制成品销售；专用设备制造（不含许可类专业设备制造）；化工产品销售（不含许可类化工产品）；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,广东金明精机股份有限公司主营业务为薄膜吹塑机组、流延机组等塑料机械设备的研发、生产和销售。公司的主要产品包括：双向拉伸聚酯薄膜(BOPET)、高阻隔功能性软包膜、薄膜吹塑设备、薄膜流延机组、薄膜拉伸机组、涂布复合生产线、环保成套设备、挤出淋膜机。公司是国家级高新技术企业，是中国塑料机械工业协会副会长单位、中国塑料加工工业协会副理事长单位、中国包装联合会理事单位。,汪帆,广州市人民政府 (24.61%),广东省汕头市濠江区纺织工业园
300282.SZ,三盛智慧教育科技股份有限公司,三盛教育,北京汇冠新技术股份有限公司,智能教育装备、国际教育服务和智慧教育服务业务。,　　计算机及电子设备、计算机软件技术开发、技术咨询、技术转让、技术服务；销售通信设备、计算机、软件及辅助设备；计算机系统服务；货物进出口、技术进出口、代理进出口；资产管理；项目投资；投资管理；生产计算机及电子设备、通信设备（不在北京地区开展经营活动）；教育咨询（中介服务除外）；软件开发；组织文化艺术交流活动（不含营业性演出）；承办展览展示活动。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,三盛智慧教育科技股份有限公司主营业务是智能教育装备、国际教育服务和智慧教育服务业务。智能教育装备业务主要产品为大尺寸红外触摸屏大量应用于教学用智能交互平板；国际教育服务业务包括：国际高中合作办学、国际大一合作办学、自费留学服务、国际交流等，合作伙伴包括各省市优质公办及民办学校。恒峰信息及子公司已拥有软件著作权约150项，具有信息系统集成及服务二级资质证书、CMMI L5软件能力成熟度认证证书等超过20项专业资质，加入了广东省教育装备行业协会、中国教育装备行业协会、中国教育技术协会。,戴德斌,戴德斌 (23.97%),北京市海淀区西北旺东路10号院21号楼三盛大厦6层
300283.SZ,温州宏丰电工合金股份有限公司,温州宏丰,,电接触功能复合材料、元件、组件及硬质合金产品的研发、生产和销售。,　　贵金属合金材料（强电电触点、弱电微触点），电器配件生产、加工、销售；金属材料销售；货物进出口、技术进出口，产品检测与评定认可（范围及期限详见《认可证书》）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"温州宏丰电工合金股份有限公司主营业务是电接触功能复合材料、元件、组件及硬质合金产品的研发、生产和销售。其主要产品为颗粒及纤维增强电接触功能复合材料及元件、层状复合电接触功能复合材料及元件、一体化电接触组件及硬质合金四大类。经过多年的努力，公司逐步建立了完善的质量管理体系，先后通过了ISO9001质量管理体系认证,ISO14001环境管理体系认证,汽车行业质量管理标准IATF16949的认证,获得ISO/IEC17025实验室体系认证。公司先后承担或参与开发了多项国家火炬计划项目,国家重大科技成果转化项目,国家重点新产品,国家863计划项目。",陈晓,陈晓 (38.71%)，林萍 (3.53%),浙江省温州市龙湾区瓯江口产业集聚区瓯锦大道5600号
300284.SZ,苏交科集团股份有限公司,苏交科,江苏省交通科学研究院股份有限公司,工程咨询和工程承包。,　　国内外房屋建筑业、土木工程建筑业、建筑安装业、生态保护和环境治理业、软件和信息技术服务业的总承包；上述项目的地质勘察、工程技术、施工、环境影响评价、研究和试验发展；质检技术服务，科技中介服务，环境与生态监测；建筑材料、建筑材料生产专用机械、机动车辆、建筑工程专用机械的开发、制造、生产、销售；实业投资与资产管理；贸易经纪与代理，机械设备、五金产品及电子产品批发，建材批发；设计、制作印刷品广告；司法鉴定，社会经济咨询，经济信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：工程造价咨询业务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,苏交科集团股份有限公司主营业务包括工程咨询和工程承包两大类。主要包括勘规划咨询、勘察设计、环境业务、综合检测、项目管理。公司是国内首家工程咨询A股上市公司，是国家级企业技术中心，公司连续16年入选美国《工程新闻记录》(ENR)和中国《建筑时报》共同评选的“中国工程设计企业60强”，2020年公司位列榜单第7位，位列民营企业第一名，同时获得“最具国际拓展力工程设计企业”第6位。在2021年美国《工程新闻记录》(ENR)“全球工程设计公司150强”和“国际工程设计公司225强”榜单中，苏交科分别位列第56位和第78位。公司连续6年入选中国勘察设计协会“中国十大民营工程设计企业”，连续5年荣登“中国十大民营工程设计企业”榜首。,李大鹏,广州市人民政府国有资产监督管理委员会 (23.93%),江苏省南京市建邺区富春江东街8号
300285.SZ,山东国瓷功能材料股份有限公司,国瓷材料,,各类高端陶瓷材料及制品的研发、生产和销售。,　　生产、销售特种陶瓷粉体材料（不含危险品），对销售后的产品进行技术服务；进出口贸易。（依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准）。,"山东国瓷功能材料股份有限公司主要从事各类高端陶瓷材料及制品的研发、生产和销售，已形成包括电子材料、催化材料、生物医疗材料、新能源材料、精密陶瓷和其他材料在内的六大业务板块。主要产品包括MLCC介质粉体、电子用纳米级复合氧化锆粉体、电子浆料、蜂窝陶瓷载(DOC,SCR,TWC,DPF,GPF)、铈锆固溶体氧化物、分子筛、牙科用纳米级复合氧化锆粉体、氧化锆瓷块、玻璃陶瓷瓷块、复合树脂陶瓷、高纯超细氧化铝、勃姆石、锂电池正极添加剂、锂电池正负极研磨用氧化锆微珠、陶瓷轴承球、陶瓷套筒、陶瓷插芯等结构件、陶瓷基板及金属化、陶瓷墨水、陶瓷色釉料。",张曦,张曦 (20.21%),山东省东营市东营区辽河路24号
300286.SZ,安科瑞电气股份有限公司,安科瑞,上海安科瑞电气股份有限公司,中低压企业微电网能效管理所需的设备和系统的研发、生产、销售及服务。,　　一般项目：电工仪器仪表制造；智能仪器仪表制造；电容器及其配套设备制造；变压器；整流器和电感器制造；输配电及控制设备制造；电力电子元器件制造；照明器具制造；电气信号设备装置制造；物联网设备制造；工业自动控制系统装置制造；配电开关控制设备制造；大气污染监测及检测仪器仪表制造；环境监测专用仪器仪表制造；物联网技术研发；物联网技术服务；互联网数据服务；物联网应用服务；软件开发；信息系统集成服务；信息系统运行维护服务；信息技术咨询服务；计算机系统服务；工业互联网数据服务；信息安全设备制造；工程管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；节能管理服务；合同能源管理；储能技术服务；工程和技术研究和试验发展；工程技术服务（规划管理、勘察、设计、监理除外）；充电桩销售；智能输配电及控制设备销售；配电开关控制设备销售；工业自动控制系统装置销售；电容器及其配套设备销售；电气信号设备装置销售；电力电子元器件销售；电工仪器仪表销售；软件销售；智能仪器仪表销售；照明器具销售；物联网设备销售；信息安全设备销售。（除依法须经批准的项目，凭营业执照依法自主开展经营活动）许可项目：计算机信息系统安全专用产品销售；建筑智能化系统设计；建设工程设计；建设工程施工；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,安科瑞电气股份有限公司是一家从事用户端能效管理系统和智能电力仪表的研发、生产、销售及服务。公司的主要产品及服务为企业微电网能效管理系统及产品和电量传感器等，从电量传感器、电力测控与保护装置到边缘计算网关、云平台，形成了“云-边-端”完整的产品生态体系。是国家火炬计划重点高新技术企业和软件企业，被上海市经济和信息化委员会评为智能电网产业重点企业之一。,周中,周中 (28.41%),上海市嘉定区育绿路253号
300287.SZ,北京飞利信科技股份有限公司,飞利信,,智能会议系统整体解决方案业务、电子政务信息管理系统、建筑智能化工程和信息系统集成、IT产品销售、教育领域音视频技术应用、大数据分析。,　　电子产品、机械设备、计算机软硬件技术开发、技术咨询、技术服务、技术转让、技术培训；工程和技术研究与试验发展；计算机系统服务、数据处理、计算机维修；基础软件服务、应用软件服务；销售电子产品、机械设备、五金交电、计算机软硬件及辅助设备；工程管理服务、工程勘察设计、规划管理；会议服务、承办展览展示活动；专业承包；货物进出口、技术进出口、代理进出口。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,"北京飞利信科技股份有限公司是一家向用户提供智能会议系统整体解决方案及相关服务的企业.其主要业务是智能会议系统整体解决方案、电子政务信息管理系统、建筑智能化工程和信息系统集成、IT产品销售、教育领域音视频技术应用、大数据分析等.公司是国内智能会议系统整体解决方案最主要的提供商之一,目前在技术水平和市场占有率方面处于国内领先地位。公司获得2018年度安全生产工作先进单位、双爱双评活动先进企业、经济技术创新企业等荣誉称号。",杨振华,杨振华 (5.79%)，陈洪顺 (2.19%)，曹忻军 (2.19%),北京市海淀区塔院志新村2号飞利信大厦
300288.SZ,贵阳朗玛信息技术股份有限公司,朗玛信息,,“医疗服务+互联网医疗服务”与“电信及电信增值业务”两大业务板块。,　　计算机技术及软件开发、销售：计算机硬件及耗材销售；计算机网络互联设备销售；计算机系统工程设计、施工和项目承揽；互联网信息服务；网站建设、网页制作、网上广告、专业类BBS；电话对对碰服务；网络游戏开发及运营。互动电视（IPTV）、地面数字电视、手机电视、互联网视听节目制作与点播服务；第二类增值电信业务中的信息服务业务（仅限互联网信息服务），利用互联网经营游戏产品（含网络游戏虚拟货币发行）；通过转售方式提供的蜂窝移动通信业务，国内多方通信服务业务，信息服务业务（不含互联网信息服务）；呼叫中心业务；批发医疗器械：6820普通诊察器械，6821医用电子仪器设备，6822医用光学器具、仪器及内窥镜设备，6826物理治疗及康复设备，6840临床检验分析仪器及诊断试剂（含诊断试剂），6841医用化验和基础设备器具；健康管理服务；慢病管理服务；医疗服务；药品服务；远程诊疗服务；预约挂号服务；医疗信息化咨询、设计、施工、集成及项目承揽；设计、制作、代理、发布国内各类广告；房屋租赁、物业服务。,贵阳朗玛信息技术股份有限公司的主营业务分为“医疗服务+互联网医疗服务”与“电信及电信增值业务”两大业务板块。其主要产品是电话对对碰、碰碰币、移动转售业务、医疗信息服务、医疗服务、软件销售。,王伟,王伟 (32.10%),贵州省贵阳市观山湖区长岭南路31号国家数字内容产业园二楼
300289.SZ,北京利德曼生化股份有限公司,利德曼,,从事在体外诊断试剂、诊断仪器、生物化学原料的研发、生产、销售及服务。,　　生产2002版分类目录：Ⅲ类：Ⅲ-6840体外诊断试剂，Ⅲ-6840-3免疫分析系统，Ⅱ类：6840-2生化分析系统，Ⅱ-6840体外诊断试剂2017版分类目录：Ⅱ类：22-04免疫分析设备（医疗器械生产许可证有效期至2024年05月28日）；批发2002年版分类目录：Ⅲ类：6840临床检验分析仪器及诊断试剂（含诊断试剂）（医疗器械经营许可证有效期至2023年08月26日）；销售Ⅱ类医疗器械；销售自产产品；医疗器械租赁；货物进出口、技术进出口；技术开发、技术服务、技术咨询、技术转让；出租办公用房、出租厂房。（企业依法自主选择经营项目，开展经营活动；生产2002版分类目录：Ⅲ类：Ⅲ-6840体外诊断试剂，Ⅲ-6840-3免疫分析系统，Ⅱ类：6840-2生化分析系统，Ⅱ-6840体外诊断试剂2017版分类目录：Ⅱ类：22-04免疫分析设备、批发2002年版分类目录：Ⅲ类：6840临床检验分析仪器及诊断试剂（含诊断试剂）以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,北京利德曼生化股份有限公司主要从事在体外诊断试剂、诊断仪器、生物化学原料的研发、生产、销售及服务。主要产品为体外诊断试剂业务、诊断仪器、生物化学原料业务。公司参考实验室已通过中国合格评定国家认可委员会（CNAS）认可。公司是国内最早从事生化诊断试剂研发、生产及销售的体外诊断产品企业，目前在生化诊断试剂领域产品多样、质量稳定、应用客户广泛，处于具有市场影响力的领先地位，“利德曼”亦是国内临床生化检测的领军品牌之一。,王凯翔,广州经济技术开发区管理委员会 (46.35%),北京市大兴区北京经济技术开发区兴海路5号
300290.SZ,荣科科技股份有限公司,荣科科技,,智慧医疗、健康数据和智维云两个板块。,　　许可经营项目：第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）；一般经营项目：计算机软硬件技术、电控工程技术开发；计算机系统集成（持资质证经营）及咨询服务，计算机及辅助设备、通讯器材、机械电子设备销售，建筑智能化工程、防雷电工程、安全技术防范设施工程、弱电工程设计、施工，计算机房装修及综合布线（上述项目持资质证经营），计算机系统维护，多媒体教学设备、特教仪器设备、教学器材、医疗器械销售；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"荣科科技股份有限公司所从事的主要业务为智慧医疗、健康数据和智维云两个板块。智慧医疗、健康数据业务板块,主要是基于临床信息化细分产品和健康大数据平台,为客户提供标准、高效的医疗信息化软件产品和服务;智维云业务板块,主要定位于新一代云服务增值商,以智维云平台为核心,持续为金融、教育、医疗、政府、能源、通信等行业客户提供全栈式云增值服务与标准增值服务相结合的双态服务支持,以及选云、上云、用云等解决方案。公司荣获“国家知识产权优势企业”、“2019年全国电子信息行业优秀企业”、“2019年中国最具影响力软件和信息服务企业”、“2019智慧医疗领军企业”及“2019智慧城市领域最佳解决方案”称号。",王功学,河南省财政厅 (6.55%),辽宁省沈阳市铁西区经济技术开发区开发大路7甲3号
300291.SZ,北京百纳千成影视股份有限公司,百纳千成,北京华录百纳影视股份有限公司,影视、营销、动漫等。,　　电视剧制作；广播电视节目制作；影视项目投资管理、策划；体育赛事项目投资、策划；版权代理；组织体育文化艺术交流；承办展览展示；信息咨询（不含中介服务）；艺术培训；广告设计制作；舞台设计制作；美术设计制作；资料编辑；翻译服务；摄影；企业形象策划；租赁、维修影视服装、器械设备；劳务服务。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,北京百纳千成影视股份有限公司的主要业务包括影视、营销、动漫等。公司的主要服务是影视剧的投资、制作、发行及衍生业务、内容营销和媒介代理、3D动画制片制作与特效服务及动漫IP开发与运营。,方刚,何剑锋 (28.62%),北京市朝阳区安立路30号仰山公园9号楼
300292.SZ,吴通控股集团股份有限公司,吴通控股,江苏吴通通讯股份有限公司,企业移动信息化服务业务。,　　互联网数据产品的研发、互联网信息服务，数字营销服务；电子产品、计算机软硬件、物联网信息技术与相关产品的研发、销售，提供技术服务与系统集成；物联网信息工程、智能系统工程、电子工程的设计、施工及维护；通信设备及元器件的研发、生产与销售；各类广告设计、制作、代理、发布，图文设计制作，企业形象策划，市场营销策划；通信业务代理、代维、运营及通信技术服务（特许经营的除外）；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）；实业投资。第二类增值电信业务；（依法须经批准的项目，经相关部门批准后方可开展经营活动）,吴通控股集团股份有限公司主要从事企业移动信息化服务业务。公司产品包括电子制造服务、移动终端产品、移动信息服务、数字营销服、通讯基础连接产品。,万卫方,万卫方 (21.63%),江苏省苏州市相城区经济开发区漕湖街道太东路2596号
300293.SZ,沈阳蓝英工业自动化装备股份有限公司,蓝英装备,,工业清洗系统及表面处理业务和智能装备制造业务两个板块。,　　电气自动化控制系统及专业机械设备、机器人与自动化装备、自动化立体仓库及仓储物流设备，自动化系统及生产线、高低压成套开关设备与控制设备、预装箱式变电站、高低压无功补偿装置、激光技术及装备开发、制造、销售、安装；信息技术与网络系统设计、开发、技术咨询、服务、转让；技术进出口；公路、隧道、轨道交通综合监控系统设计、制造及工程安装；送变电工程、机电安装工程、建筑智能化工程、电力工程、电气及自动化工程施工；光电技术及产品开发、制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,沈阳蓝英工业自动化装备股份有限公司主营业务包括工业清洗系统及表面处理业务和智能装备制造业务两个板块，工业清洗系统及表面处理业务拥有三大核心业务板块：通用多件清洗业务、专用单件清洗业务和精密清洗业务，智能装备制造业务有橡胶智能装备、数字化工厂和电气自动化业务及集成三个部门。公司是全球领先的清洗系统和表面处理设备及解决方案提供商，研发并销售清洗技术应用以及表面处理领域的设备产品、系统和解决方案。公司提供技术与服务的主要对象为广大工业领域的主机厂商及零部件制造商，主要面向高度自动化、清洁度要求高、工艺复杂的行业，包括电子、通讯、机械、医疗、光学、汽车、航天航空等。在欧洲中高端产品市场占比排名第一，在北美和亚洲也处于市场领先地位。公司是唯一的一家全球性工业清洗设备和服务供应商。,郭洪涛,郭洪生 (45.99%),辽宁省沈阳市浑南区浑南产业区东区飞云路3号
