,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
688663.SH,新风光电子科技股份有限公司,新风光,,大功率电力电子节能控制技术及相关产品研发、生产、销售和服务。,　　一般项目：先进电力电子装置销售；电力电子元器件制造；电力电子元器件销售；新能源原动设备制造；工业自动控制系统装置销售；节能管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；轨道交通专用设备、关键系统及部件销售；电池销售；软件开发；人工智能应用软件开发；光伏设备及元器件销售；配电开关控制设备制造；矿山机械制造；变压器、整流器和电感器制造；集中式快速充电站；电动汽车充电基础设施运营；住房租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：房屋建筑和市政基础设施项目工程总承包；电气安装服务；电力设施承装、承修、承试；各类工程建设活动；货物进出口；发电、输电、供电业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,新风光电子科技股份有限公司的主营业务是大功率电力电子节能控制技术及相关产品研发、生产、销售和服务。公司产品包括高压动态无功补偿装置、高中低压变频器、智慧储能系统装置、轨道交通能量回馈装置、煤矿防爆、智能控制装备等，广泛应用于新能源发电、轨道交通、冶金、电力、矿业、化工等领域。公司被评为“中国电器工业领军品牌”，生产的变频器连续多年被评为“中国高压变频器市场十大品牌”、“国家重点新产品”、“中国名牌产品”。公司的“高压提升机变频器项目”被国家科技部列入国家火炬计划产业化示范项目，公司的高压变频器产品在国内市场具有较强的竞争力。,何洪臣,山东省人民政府国有资产监督管理委员会 (34.42%),山东省济宁市汶上县经济开发区金成路中段路北
688665.SH,四方光电股份有限公司,四方光电,武汉四方光电科技有限公司,从事气体传感器、气体分析仪器研发、生产和销售。,　　传感器、分析测试仪器、自动化仪表、光机电一体化产品及智能装备的开发研制、生产、销售及技术服务、技术转让；第一类、第二类、第三类医疗器械的研发、生产、销售（凭许可证在核定期限内经营）；货物进出口、技术进出口、代理进出口（不含国家禁止或限制进出口的货物或技术）。（涉及许可经营项目，应取得相关部门许可后方可经营）,四方光电股份有限公司是一家专业从事气体传感器、气体分析仪器研发、生产和销售的高新技术企业。公司开发了基于非分光红外（NDIR）、光散射探测（LSD）、超声波（Ultrasonic）、紫外差分吸收光谱（UV-DOAS）、热导（TCD）、激光拉曼（LRD）等原理的气体传感技术平台，形成了气体传感器、气体分析仪器两大类产业生态、几十款不同产品，广泛应用于国内外的家电、汽车、医疗、环保、工业、能源计量等领域。累计获得101项专利，其中包括33项境内外发明专利。公司及子公司湖北锐意入选工信部2019年工业强基传感器“一条龙”应用计划示范企业。公司获得中国物联网产业应用联盟颁发的“最具影响力物联网传感企业奖”。,熊友辉,熊友辉 (50.45%)，董宇 (2.30%),湖北省武汉市江夏区东湖新技术开发区凤凰产业园凤凰园三路3号
688667.SH,武汉菱电汽车电控系统股份有限公司,菱电电控,,汽车发动机管理系统、纯电动汽车动力电子控制系统、混合动力汽车动力电子控制系统以及智能网联产品的研发、生产、销售和技术服务。,　　汽车电子产品研制、开发、生产、销售及相关软件开发；汽车、低速货车、摩托车及零部件技术服务和试验检测；工业自动化工程成套集成安装调试；机械设备租赁；厂房出租；汽车销售；汽车配件销售；自营或代理各类商品及技术的进出口业务（国家限定或禁止的除外）。（依法须经许可的项目，应当取得相关部门许可后方可经营）。,武汉菱电汽车电控系统股份有限公司为汽车动力电子控制系统提供商，主营业务包括汽车发动机管理系统、纯电动汽车动力电子控制系统、混合动力汽车动力电子控制系统以及智能网联产品的研发、生产、销售和技术服务。公司提供发动机管理系统、纯电动汽车动力电子控制系统以及混合动力汽车动力电子控制系统三大系列产品以及相关的设计开发及标定服务。截至2019年12月31日，公司是国内仅有的获得汽油车国六车型公告的两家中国自主电控企业之一。,王和平,王和平 (27.55%)，龚本和 (23.77%),湖北省武汉市东西湖区金银湖街清水路特8号(11)
688668.SH,东莞市鼎通精密科技股份有限公司,鼎通科技,,研发、生产、销售通讯连接器精密组件和汽车连接器精密组件。,　　一般项目：汽车零部件研发；电力电子元器件制造；电子元器件制造；电力电子元器件销售；汽车零部件及配件制造；五金产品研发；五金产品制造；锻件及粉末冶金制品制造；锻件及粉末冶金制品销售；金属制品研发；金属制品销售；塑料制品制造；塑料制品销售；橡胶制品制造；橡胶制品销售；模具制造；模具销售；货物进出口；技术进出口。（除依法须经批准的项目，凭营业执照依法自主开展经营活动）,东莞市鼎通精密科技股份有限公司的主营业务是研发、生产、销售通讯连接器精密组件和汽车连接器精密组件。公司的主要产品为高速背板连接器组件、I/O连接器组件、控制系统连接器及其组件、高压互锁连接器、线束连接器、高压连接器、电控连接器。,王成海,王成海 (31.18%)，罗宏霞 (18.12%),广东省东莞市东城街道周屋社区银珠路七号
688669.SH,广东聚石化学股份有限公司,聚石化学,,化工原料、化工新材料的研发、生产和销售。,　　一般项目：合成材料制造（不含危险化学品）；合成材料销售；工程塑料及合成树脂制造；工程塑料及合成树脂销售；塑料制品制造；塑料制品销售；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；新型膜材制造；新型膜材销售；生物基材料技术研发；生物基材料制造；生物基材料销售；新材料技术研发；新材料技术推广服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；货物进出口。（以上项目不涉及外商投资准入特别管理措施）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,广东聚石化学股份有限公司主营业务为化工原料、化工新材料的研发、生产和销售。公司的主要产品包括无卤阻燃剂、改性塑料粒子及制品。公司核心产品符合国际RoHS、REACH、WEEE标准，阻燃和环保性能突出，受到国际知名化工企业AkzoNobel(阿克苏诺贝尔)、PPG(庞贝捷)、Sika(西卡)等的认可。,陈钢,陈钢 (26.68%)，杨正高 (21.28%),广东省清远市清城区高新技术产业开发区雄兴工业城B6
688670.SH,江苏金迪克生物技术股份有限公司,金迪克,,专注于人用疫苗研发、生产、销售。,　　生物制品、新药、疫苗、食品、诊断试剂及医疗器械的技术开发、技术转让、技术咨询、技术服务，食品生产，药品生产，医疗器械生产销售。货物进出口；技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏金迪克生物技术股份有限公司主营业务为专注于人用疫苗研发、生产、销售。公司主要产品为四价流感病毒裂解疫苗。,余军,张良斌 (31.16%)，余军 (31.16%),江苏省泰州市海陵区郁金路12号
688676.SH,海南金盘智能科技股份有限公司,金盘科技,海南金盘电气有限公司,从事应用于新能源、高端装备、节能环保等领域的输配电及控制设备产品的研发、生产和销售。,　　输电、供电、受电电力设施的安装、维修和试验；道路货物运输（不含危险货物）；技术进出口；货物进出口；输配电及控制设备制造；智能输配电及控制设备销售；先进电力电子装置销售；变压器、整流器和电感器制造；配电开关控制设备研发；配电开关控制设备制造；在线能源监测技术研发；智能仓储装备销售；海洋工程装备制造；电气设备修理；软件销售；软件开发；人工智能应用软件开发；人工智能理论与算法软件开发；工业控制计算机及系统销售；物联网设备销售；互联网数据服务；数据处理和存储支持服务；工业互联网数据服务；光伏设备及元器件制造；光伏设备及元器件销售；光伏发电设备租赁；承接总公司工程建设业务；对外承包工程；电池销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；物联网技术服务；物联网技术研发；物料搬运装备制造；智能物料搬运装备销售；工业自动控制系统装置制造；工业自动控制系统装置销售；电子元器件与机电组件设备销售；电子元器件与机电组件设备制造；电力电子元器件销售；有色金属合金销售；金属材料销售；化工产品销售（不含许可类化工产品）；仪器仪表销售（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）。,海南金盘智能科技股份有限公司主营业务是应用于新能源、高端装备、节能环保等领域的输配电及控制设备产品的研发、生产和销售。主要产品包括数字化工厂整体解决方案、储能系列产品、干式变压器系列产品、开关柜、箱变系列产品、电力电子设备系列。公司在输配电及控制设备产品方面拥有核心技术43 项；已获得专利共198项，其中11项发明专利、179项实用新型专利和8项外观设计专利；已获得与智能化输配电及控制设备产品相关软件著作权8项；形成了可应用于储能相关技术及产品的已获授权31项专利（其中5项发明专利），5项专利正在申请中，3项软件著作权，14项核心技术，形成了可应用于数字化整体解决方案的已获授权2项发明专利，23项软件著作权，21项核心技术。,李辉,李志远 (42.86%)，靖宇清 (6.33%),海南省海口市龙华区南海大道168-39号
688677.SH,青岛海泰新光科技股份有限公司,海泰新光,,从事医用光学成像器械的研发、制造、销售和服务，致力于光学技术和数字图像技术的创新应用，为临床医学、精密光学等领域提供优质的、有开创性的产品和服务。,　　生产光电产品、光电器件、医疗器械及相关配件、并提供相关服务(涉及配额许可证管理、专项规定管理的按国家有关规定办理)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,青岛海泰新光科技股份有限公司主要从事医用光学成像器械的研发、制造、销售和服务，致力于光学技术和数字图像技术的创新应用，为临床医学、精密光学等领域提供优质的、有开创性的产品和服务。公司主要产品分为高清荧光内窥镜器械、高清白光内窥镜器械、内窥镜器械配件、内窥镜器械维修等。公司聚焦光学和微创医疗器械技术，围绕“光学技术、精密机械技术、电子技术及数字图像技术”四大技术平台形成了光学系统设计、光学加工、光学镀膜、光学系统集成与检测、精密机械设计及封装、电子控制、数字图像处理等多项核心技术，技术水平达到行业先进水平，共取得28项境内专利(包括发明专利16项，实用新型专利10项，外观专利2项)和3项境外专利(均为发明专利)。经过多年不断的技术研发和经验积累，公司树立了良好的品牌形象，科研创新实力获得了权威机构的认可。公司先后承担了多项国家及省市重点科技项目，陆续获评多项荣誉，并被认定为青岛市内窥镜专家工作站、青岛市复合内窥镜工程研究中心、青岛市企业技术中心和青岛市精密光学应用国际科技合作基地。,郑安民,郑安民 (20.07%),山东省青岛市崂山区科苑纬四路100号
688678.SH,福立旺精密机电(中国)股份有限公司,福立旺,,精密金属零部件的研发、制造和销售，主要为3C、汽车、电动工具等下游应用行业的客户提供精密金属零部件产品。,　　设计、制造新型电子元器件（生产电子变压器和半导体开关器件等电子电力器件）；精冲模、精密型腔模、模具标准件；汽车减震器关键零部件生产；三轴以上联动的数控机床、数控系统及伺服装置（用于生产弹簧、弹片等五金产品的成型机）。销售自产产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,福立旺精密机电(中国)股份有限公司的主营业务是精密金属零部件的研发、制造和销售，主要为3C、汽车、电动工具等下游应用行业的客户提供精密金属零部件产品。公司的主要产品有极精细弹簧、拉压簧、各类异形弹簧弹片、精密Pogopin和组立件、各类连接器端口、金属注射成形件、天窗驱动管、天窗挡风网弹簧。,许惠钧,洪水锦 (28.86%)，许惠钧 (14.43%)，许雅筑 (4.81%),江苏省苏州市昆山市千灯镇玉溪西路168号
688679.SH,安徽省通源环境节能股份有限公司,通源环境,,固废污染综合整治、水环境治理、环境修复业务。,　　环境污染治理施工；环保工程施工，防渗工程施工；污泥处置项目建设、运营；餐厨垃圾处理；污水处理；渗滤液处理；沼气综合利用；城市垃圾分类服务；重金属、有机物污染治理与修复；地下水污染防控与修复；老工业基地再开发、矿山生态环境修复；景观生态水体建设；园林绿化工程施工；花卉苗木销售；机电设备安装施工；防水、防腐、保温工程施工及技术咨询；防水、防腐、保温材料生产、销售；室内外装饰、水电安装；建筑材料、五金、化工产品（除危险品）销售；压滤机及相关配套产品的研发、生产、制造；房屋建筑施工；机械设备租赁；市政工程、环境工程、风景园林、电力行业工程设计及业务咨询；场地环境调查及风险评估；建设工程总承包业务及项目管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"安徽省通源环境节能股份有限公司是一家专注于固废污染阻隔修复、固废处理处置和水环境修复业务的高新技术企业。公司的主要服务是为地方政府部门及下属单位、大型企业等客户提供集方案设计、装备研制、项目建设、运营服务为一体的环境整体解决方案。公司“一体化污泥高干脱水技术开发与应用”项目获得中国节能协会节能减排科技进步二等奖,并获得了“中国固废行业填埋场领域领先企业”、“中国固废行业污泥领域领先企业”、“中国最具价值环保装备品牌(污泥处置类)”、“中国水业水环境修复领域领先企业”等荣誉称号。",杨明,杨明 (51.48%),安徽省合肥市包河区祁门路3966号
688680.SH,上海海优威新材料股份有限公司,海优新材,,特种高分子薄膜研发、生产和销售。,　　新材料科技领域内的技术转让、技术开发、技术咨询、技术服务，封装材料、膜材料、金属材料、塑料制品及原料、化工产品（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、电子电气设备、机械设备的销售，软件产品的研发、销售（除计算机信息系统安全专用产品），从事货物与技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,上海海优威新材料股份有限公司是从事特种高分子薄膜研发、生产和销售的高新技术企业。公司以薄膜技术为核心，立足于新能源、新材料领域，致力于不断创新，为客户提供中高端特种薄膜产品。在大力发展新能源产业的背景下，公司主营的高分子薄膜材料主要为新能源行业中的光伏产业进行配套，主要产品包括透明EVA胶膜、白色增效EVA胶膜、POE胶膜及其他高分子胶膜等。,李民,李民 (25.38%)，李晓昱 (11.88%),上海市浦东新区中国(上海)自由贸易试验区龙东大道3000号1幢A楼909A室
688681.SH,山东科汇电力自动化股份有限公司,科汇股份,,电气自动化新技术、工业物联网技术的研发与产业化。,　　许可项目：电气安装服务；输电、供电、受电电力设施的安装、维修和试验；铁路运输基础设备制造；发电业务、输电业务、供（配）电业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：电子测量仪器制造；电工仪器仪表制造；机械电气设备制造；输配电及控制设备制造；配电开关控制设备制造；电力设施器材制造；铁路运输基础设备销售；汽车零部件及配件制造；电机制造；电机及其控制系统研发；工业自动控制系统装置制造；光伏设备及元器件制造；光伏设备及元器件销售；光伏发电设备租赁；电池制造；电池销售；物联网设备制造；物联网设备销售；计算机软硬件及外围设备制造；软件开发；网络技术服务；信息技术咨询服务；信息系统集成服务；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,山东科汇电力自动化股份有限公司主营业务为包括智能电网故障监测与自动化、开关磁阻电机驱动系统等产品的研发、生产和销售。公司主要产品为智能电网故障监测与自动、开关磁阻电机驱动系统。公司核心技术曾获国家技术发明二等奖、国家技术发明四等奖、山东省科技进步一等奖等多个重要奖项。,朱亦军,徐丙垠 (21.35%),山东省淄博市张店区房镇三赢路16号
688682.SH,上海霍莱沃电子系统技术股份有限公司,霍莱沃,,电磁场仿真及测试技术的研发和应用。,　　电子系统及其产品、软件的开发；工业自动化控制系统的开发及提供相关的技术咨询、技术转让；电子产品、软件、计算机、通讯产品的销售；商务咨询；从事货物及技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),上海霍莱沃电子系统技术股份有限公司的主营业务是电磁场仿真及测试技术的研发和应用。公司的主要服务是为雷达和无线通信领域提供用于仿真及测量的系统、软件和服务，并提供相控阵相关产品。主要产品是相控阵校准测量系统、雷达散射截面测量系统、射频测量系统、5G基站天线OTA测量系统、汽车毫米波雷达测量系统、电磁CAE仿真软件业务、半实物仿真系统业务、相控阵天线系统、阵列天线系统、多模天线系统产品、通用测试仪器设备、测试仪器设备集成配套控制软件、测试环境搭建。,周建华,周建华 (28.04%),上海市浦东新区中国(上海)自由贸易试验区郭守敬路498号15幢1层16102室
688683.SH,广东莱尔新材料科技股份有限公司,莱尔科技,,功能性涂布胶膜及下游应用产品的研发、生产与销售。,　　一般项目：电子专用材料研发；电子专用材料制造；电子专用材料销售；电子元器件制造；电力电子元器件制造；电力电子元器件销售；电工器材制造；电工器材销售；超导材料制造；超导材料销售；合成材料制造（不含危险化学品）；合成材料销售；新型膜材料制造；新型膜材料销售；塑料制品制造；塑料制品销售；石墨烯材料销售；石墨及碳素制品制造；石墨及碳素制品销售；高纯元素及化合物销售；专用化学产品销售（不含危险化学品）；油墨制造（不含危险化学品）；油墨销售（不含危险化学品）；金属表面处理及热处理加工；有色金属压延加工；高性能有色金属及合金材料销售；化工产品销售（不含许可类化工产品）；针纺织品销售；普通货物仓储服务（不含危险化学品等需许可审批的项目）；物业管理；住房租赁；非居住房地产租赁；新材料技术研发；新材料技术推广服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；技术进出口；进出口代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,广东莱尔新材料科技股份有限公司主营业务为功能性涂布胶膜及下游应用产品的研发、生产与销售。公司主要产品有热熔胶膜类材料、压敏胶膜类材料、FFC柔性扁平线缆、LED柔性线路板。公司连续三年被中国照明学会半导体照明技术与应用专业委员会授予“中国LED首创奖”荣誉。,伍仲乾,伍仲乾 (23.06%),广东省佛山市顺德区大良街道五沙社区顺宏路1号
688685.SH,江苏迈信林航空科技股份有限公司,迈信林,苏州迈信林精密电子有限公司,航空航天零部件的工艺研发和加工制造。,　　研发、制造、销售：航天航空专用设备、零部件及相关材料，机械及电子零部件产品、光电一体化设备、自动控制设备、仪表仪器、医疗器械配件产品、紧固件、连接器、传感器、线束线缆及其组件、防雷设备、模具、钣金冲压件、窥膛检测仪器、通讯器材、车辆无线视频仪器、装备安全警告设备，金属表面处理（不含电镀）、热处理，以及上述产品的贸易经营，自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。,江苏迈信林航空科技股份有限公司专注于航空航天零部件的工艺研发和加工制造。公司主要产品为航空航天零部件及工装、民用多行业精密零部件。在航空航天零部件及工装业务板块，公司客户覆盖航空工业、中国航发、航天科技、航天科工、中国兵工、中国船舶、中国电科等央企集团，并多次获得客户授予的“年度优秀供应商（A类）”等荣誉称号。,张友志,张友志 (44.07%),江苏省苏州市吴中区太湖街道溪虹路1009号
688686.SH,广东奥普特科技股份有限公司,奥普特,,机器视觉核心软硬件产品的研发、生产和销售。,"　　研发、产销:自动化系统、自动化软件、机器配件、影像系统、工业控制设备;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",广东奥普特科技股份有限公司是一家从事机器视觉核心软硬件产品的研发、生产和销售的高新技术企业。公司的主要产品为光源、光源控制器、镜头、相机、视觉控制系统。公司的业务规模位居行业前五，且公司属于前五名企业中唯一一个以生产销售自主机器视觉核心软硬件为主的企业，属于行业内较有规模和影响力的企业。,卢治临,卢治临 (32.31%)，卢盛林 (31.59%),广东省东莞市长安镇兴发南路66号之一
688687.SH,北京凯因科技股份有限公司,凯因科技,,病毒及免疫性疾病领域及创新药物研发、生产、销售。,　　技术开发、技术咨询、技术转让、技术服务；货物进出口、技术进出口、代理进出口；设备租赁；物业管理；销售医疗器械Ⅰ、Ⅱ类；生产治疗用生物制品(人干扰素a2b注射液、注射用重组人干扰素a2b、人干扰素a2b阴道泡腾片、培集成干扰素a-2注射液、重组人干扰素a2a注射液)、小容量注射剂、冻干粉针剂、片剂、硬胶囊剂、颗粒剂；销售第Ⅲ类医疗器械。(市场主体依法自主选择经营项目，开展经营活动；销售第Ⅲ类医疗器械。以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。),北京凯因科技股份有限公司是一家专注于病毒及免疫性疾病领域，集创新药物研发、生产、销售于一体的高科技生物医药公司。公司依托核心技术平台，成功开发出具有自主知识产权的创新药：丙肝全口服泛基因型药物盐酸可洛派韦胶囊、培集成干扰素α-2注射液，并实现产业化落地。当前重点聚焦以创新药为核心的乙肝功能性治愈药物组合研发，同时布局免疫性疾病领域提高预防保护率与临床治愈率的创新药物管线。公司主要产品包括凯力唯（盐射液）、安博司（吡非尼酮片）等；公司是国内首家成功开发出丙肝高治愈率泛基因型全口服系列药物的企业，重点开发的盐酸可洛派韦胶囊与索磷布韦片联合使用，可覆盖中国所有主要基因型，实现了97%的高治愈率，打破了进口垄断。公司构建了以中和抗体发现技术、重组蛋白和抗体产业化技术等为核心的生物医药技术平台，共承担7项国家“十二五”、“十三五”国家科技重大专项，近年来获得了 2 个创新药注册批件，2个创新药临床批件。,周德胜,周德胜 (10.28%)，邓闰陆 (1.53%)，张春丽 (1.10%)，赫崇飞 (1.06%),北京市大兴区北京经济技术开发区荣京东街6号3号楼
688689.SH,常州银河世纪微电子股份有限公司,银河微电,常州银河世纪微电子有限公司,半导体分立器件芯片及分立器件成品的研发、生产及销售，以及提供封装测试等制造服务。,　　片式二极管、半导体分立器件、集成电路、光电子器件及其他电子器件、电力电子元器件、半导体芯片及专用材料的制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,常州银河世纪微电子股份有限公司的主营业务是半导体分立器件研发、生产和销售。公司的主要产品是小信号器件（小信号二极管、小信号三极管、小信号MOSFET）、功率器件（功率二极管、功率三极管、功率MOSFET、桥式整流器）、车用LED灯珠、光电耦合器等光电器件和少量三端稳压电路、线性恒流IC等其他电子器件。公司2017-2019年被中国半导体行业协会评为“中国半导体功率器件十强企业”、2019年被中国半导体行业协会封装分会评为“中国分立器件封装产能十强企业”。此外，公司成功加入国际汽车电子协会，在半导体器件领域与英飞凌、安森美等公司同为该协会技术委员会（AEC Technical Committee）成员。,杨森茂,杨森茂 (60.65%),江苏省常州市新北区长江北路19号
688690.SH,苏州纳微科技股份有限公司,纳微科技,苏州纳微科技有限公司,高性能纳米微球材料研发、规模化生产、销售及应用服务，为生物医药、平板显示、分析检测及体外诊断等领域客户提供核心微球材料及相关技术解决方案。,　　生产聚苯乙烯微球、聚丙烯酸酯微球、硅胶微球和色谱柱，研究开发用于粉体材料、色谱填料、高效分离纯化介质、高分子微球材料、平板显示原材料的各类微球，销售本公司所生产的产品并提供相关技术及售后服务，提供与本公司产品和技术相关的培训服务。（凡涉及国家专项规定的，取得专项许可手续后经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,苏州纳微科技股份有限公司主要从事高性能纳米微球材料研发、规模化生产、销售及应用服务，为生物医药、平板显示、分析检测及体外诊断等领域客户提供核心微球材料及相关技术解决方案。公司主要产品为药物分离纯化微球材料及技术服务、药物分离分析色谱柱及相关配套、光电领域用微球材料、诊断试剂用核心微球。,江必旺,江必旺 (36.59%)，陈荣姬 (2.34%),江苏省苏州市吴中区苏州工业园区百川街2号
688696.SH,极米科技股份有限公司,极米科技,成都极米科技股份有限公司,智能投影产品的研发、生产及销售，同时向消费者提供围绕智能投影的配件产品及互联网增值服务。,　　一般项目：软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及外围设备制造（分支机构经营）；日用家电零售；日用电器修理；家用视听设备销售；家用电器零配件销售；智能家庭消费设备制造（分支机构经营）；电子元器件制造（分支机构经营）；广告制作；广告发布；广告设计、代理；数字内容制作服务（不含出版发行）；技术进出口；电子产品销售；货物进出口；软件销售；非居住房地产租赁；物业管理；单用途商业预付卡代理销售；旧货销售；玩具销售；日用杂品销售；音响设备销售；音响设备制造（分支机构经营）；广播电视传输设备销售；移动终端设备制造（分支机构经营）；平面设计；广播影视设备销售；家用电器研发。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：互联网信息服务；第二类增值电信业务；在线数据处理与交易处理业务（经营类电子商务）；广播电视节目制作经营；网络文化经营；废弃电器电子产品处理；互联网域名根服务器运行；互联网顶级域名运行管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。,极米科技股份有限公司的主营业务是智能投影产品的研发、生产及销售，同时向消费者提供围绕智能投影的配件产品及互联网增值服务。公司主要产品和服务包括H系列、Z系列、便携系列、MOVIN系列、4K级性能产品RSPro等、智能微投系列、激光电视系列、创新产品系列、投影相关配件产品、互联网增值服务。公司屡次获得国际权威工业设计大奖。截至2021年1月6日，公司共获得31项国际权威奖项，涵盖世界四大工业设计奖项，包括德国红点产品设计奖、德国iF设计奖、日本GoodDesignAward和美国Idea设计奖，并多次获得美国CES创新奖。,钟波,钟波 (18.79%),四川省成都市武侯区中国(四川)自由贸易试验区成都高新区世纪城路1129号A区4栋
688697.SH,纽威数控装备(苏州)股份有限公司,纽威数控,,中高档数控机床的研发、生产及销售。,　　研发、生产：三轴、四轴、五轴及五轴以上联动的数控机床、数控系统及伺服装置、机械设备零部件加工自动线、机器人、机床功能部件及附件，提供上述相关产品的维修、保养、改造；销售自产产品并提供相关技术支持和售后服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,纽威数控装备(苏州)股份有限公司主营业务是中高档数控机床的研发、生产及销售。主要产品是定柱式龙门加工中心系列、动柱式龙门加工中心系列、五轴联动龙门加工中心系列、五轴立式加工中心系列、高速型立式加工中心系列、电主轴立式加工中心系列、重切型立式加工中心系列、动柱型立式加工中心系列、门型立式加工中心系列、数控立式车床系列、高速型卧式加工中心系列、重切型卧式加工中心系列、高效型卧式加工中心系列、斜床身数控卧式车床系列、平床身数控卧式车床系列、其他机床。公司在我国数控金属切削机床细分行业处于第一梯队。公司凭借较强的技术实力参与了国家科技重大专项“高档数控机床与基础制造装备”研发项目的7个项目，并在一个项目中担任牵头单位。,郭国新,陆斌 (15.18%)，程章文 (15.18%)，王保庆 (15.18%)，席超 (15.18%),江苏省苏州市虎丘区高新区通安浔阳江路69号
688698.SH,苏州伟创电气科技股份有限公司,伟创电气,,变频器、伺服系统与控制系统等产品的研发、生产及销售。,　　研发、生产、销售：电气设备、电气成套控制设备、光伏系统控制设备、配电开关控制设备、工业自动化设备、工业机器人、电焊机、机电设备、机械设备、电子产品、金属制品；智能控制软件及系统集成的研发、设计、销售；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"苏州伟创电气科技股份有限公司的主营业务为变频器、伺服系统与控制系统等产品的研发、生产及销售。公司的主要产品为通用变频器、行业专机变频器、通用伺服系统、行业专机伺服系统。公司系高新技术企业、江苏省民营科技企业、江苏省工业企业技术中心、2019年度苏州市工业设计中心,荣获“2018年度运动控制领域最具成长品牌”、“2019年度运动控制领域最具竞争力品牌”、“2018年度节能减排先进企业”、“全国节能环保产品技术创新示范企业”等称号。",胡智勇,胡智勇 (35.18%),江苏省苏州市吴中区吴中经济技术开发区郭巷街道淞葭路1000号
688699.SH,深圳市明微电子股份有限公司,明微电子,深圳市明微电子有限公司,集成电路研发设计、封装测试和销售。,　　集成电路的生产；集成电路及相关电子应用产品、电子信息产品的设计、技术开发和相关技术服务（不含限制项目）；国内商业、物资供销业（不含专营、专控、专卖商品）；经营进出口业务（须取得主管部门的资格证书后方可经营）。半导体照明产品、电源产品的技术开发、生产及销售，集成电路研发、封装及测试，半导体照明工程、城市亮化、景观照明工程、节能改造工程的设计、安装、维护，本企业自产产品的出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动),深圳市明微电子股份有限公司主营业务为专业从事集成电路的技术研发、设计、测试和销售。公司主要产品包括小间距显示系列、全彩显示系列、显示屏专用逻辑控制和MOSFET系列、单双色显示系列、高压线性恒流系列、隔离式和非隔离式照明驱动系列、AC/DC电源系列、串联景观系列、并联景观系列、低压线性恒流系列、DC/DC恒流系列和电源管理芯片。,王乐康,王乐康 (39.58%),广东省深圳市南山区高新技术产业园南区高新南一道015号国微研发大楼三层
