,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
600241.SH,辽宁时代万恒股份有限公司,时代万恒,辽宁时代服装进出口股份有限公司,新能源电池的研发、生产和销售。,　　新能源、新能源电池及新能源电池材料等高新技术产业项目的投资与经营；林业资源开发项目的投资与经营；项目投资及投资项目管理；写字间出租与仓储业务，货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,辽宁时代万恒股份有限公司的主营业务为新能源电池制造和境外林业资源开发。主要产品为锂电池和镍氢电池。,李军,辽宁省人民政府国有资产监督管理委员会 (43.77%),辽宁省大连市中山区港湾街7号
600242.SH,中昌大数据股份有限公司,中昌数据,中昌海运股份有限公司,国内数字化营销及国外数字化营销。,"　　大数据技术应用及相关产品销售,第二类增值电信业务中的信息服务业务(仅限互联网信息服务,不含新闻、出版、教育、医疗保健、药品和医疗器械,含电子公告服务),计算机软件、网络、数据、系统集成的技术开发、技术转让、技术服务、技术咨询,策划、设计、制作、代理、发布广告,营销策划,展览服务,计算机技术培训;实业投资;信息技术开发与咨询。","中昌大数据股份有限公司的主营业务主要为国内数字化营销及国外数字化营销。主要产品为营销托管、营销服务、营销软件、效果营销、精准营销、大数据营销软件、品牌广告服务等。公司全资子公司博雅科技多年来深耕于教育行业数字营销,在百度教育行业KA数字营销市场占据领先地位,其对教育行业的理解及专业度使得其具备一定的品牌价值。",凌云,陈建铭 (9.25%),甘肃省白银市靖远县刘川工业园科技孵化器办公楼3楼
600243.SH,青海华鼎实业股份有限公司,青海华鼎,,数控机床产品、电梯配件等的研发、生产及销售。,　　高科技机械产品开发、制造、数控机床、加工中心、专用机械设备、石油机械、环保设备、食品机械的制造和销售;技术服务及咨询;电热设备、电子产品、家用电器、制冷设备、不锈钢制品的制造与销售;经营国家禁止和指定公司经营以外的进出口商品;经营进出口代理业务;房屋租赁业务。,"青海华鼎实业股份有限公司主营业务为数控机床产品、电梯配件等的研发、生产及销售。公司主要产品包括数控重型卧式车床系列产品、轧辊车床系列产品、铁路专用车床系列产品、铣床系列、专用机械设备、环保设备、立式、卧式加工中心系列产品、涡旋压缩机、齿轮（箱）、精密传动关键零部件等。公司共承担了四项国家高档数控机床及基础制造装备科技重大专项，参与了两项；2012年被国家发改委批复确认为“国家地方联合工程研究中心”，现有有效专利108项,其中发明专利18项，被国家科技部认定为青海省内唯一一家“2007年国家火炬计划重点高新技术企业”，2008年被列入第二批创新型试点企业，2014年被中国人力资源和社会保障部、中国机械工业联合会评为“全国机械工业先进集体”等荣誉称号。",王封,王封 (3.74%),青海省西宁市城中区七一路318号
600246.SH,北京万通新发展集团股份有限公司,万通发展,北京万通地产股份有限公司,房地产开发与销售、城市更新与运营、资产管理。,　　智慧城市、智慧楼宇、数字科技、智能科技、智慧系统的技术服务、技术开发；软件开发；数据处理（数据处理中的银行卡中心、PUE值在1.4以上的云计算数据中心除外）；大数据服务；信息系统集成服务；房地产开发；销售商品房；停车场建设及经营管理；信息咨询（不含中介）；技术咨询；劳务派遣；投资；投资管理；资产管理；互联网信息服务；第一类增值电信业务；网络文化经营。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,北京万通新发展集团股份有限公司的主营业务为房地产开发与销售、城市更新与运营、资产管理。公司的主要产品商业地产、住宅、物业出租、资产管理。,王忆会,王忆会 (32.53%),北京市朝阳区朝外大街甲6号万通中心写字楼D座4层
600247.SH,吉林成城集团股份有限公司,成城股份,吉林物华集团股份有限公司,国内贸易和房产租赁,　　利用自有房屋对外出租；机械设备、五金交电及电子产品批发、零售；计算机软件开发及技术咨询、服务；仓储业；污水处理及其再生利用（需专项审批除外）；进出口贸易（国家法律法规禁止的进出口商品除外）；有色金属经销。,"吉林成城集团股份有限公司所从事主要业务为商业地产租赁。商业地产租赁主要采用自留产权分零租赁的模式,在营业收入方面依托公司在吉林等地的自有商业房地产进行租赁经营,收入一直保持相对稳定。",方项,李冬 (1.96%),广东省深圳市福田区深南大道6008号特区报业大厦10B
600248.SH,陕西建工集团股份有限公司,陕建股份,陕西延长石油化建股份有限公司,建筑工程业务、石油化工工程业务。,　　一般项目：通用设备制造（不含特种设备制造）；建筑工程用机械制造；炼油、化工生产专用设备制造；专用设备制造（不含许可类专业设备制造）；园林绿化工程施工；土石方工程施工；对外承包工程；建筑材料销售；橡胶制品销售；塑料制品销售；化工产品销售（不含许可类化工产品）；家用电器零配件销售；针纺织品销售；五金产品零售；建筑工程机械与设备租赁；人力资源服务（不含职业中介活动、劳务派遣服务）；工程管理服务；专业设计服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；机动车修理和维护；咨询策划服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：特种设备制造；房屋建筑和市政基础设施项目工程总承包；建筑智能化系统设计；建筑智能化工程施工；各类工程建设活动；住宅室内装饰装修；施工专业作业；消防设施工程施工；建筑物拆除作业（爆破作业除外）；货物进出口；建设工程勘察；建设工程设计；国土空间规划编制（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,陕西建工集团股份有限公司主要业务建筑工程业务、石油化工工程业务。主要产品有工程承包、物资销售、设备制造、工程设计及咨询服务、无损检测及技术服务。公司营业规模、经营效益、管理水平、装备能力和综合竞争力继续保持国内同行业前列。,张义光,陕西省人民政府国有资产监督管理委员会 (69.12%),陕西省西安市莲湖区北大街199号
600249.SH,柳州两面针股份有限公司,两面针,,从事口腔护理产品、个人洗护品、酒店日用品等的研发、生产和药品生产销售。,　　牙膏、洗发水、沐浴露、护发素、润肤露、香皂、牙刷、头梳、鞋刷、宾馆酒店一次性用品、旅游用品、家用卫生品、包装用品、塑料制品生产、销售；纸品加工、销售；日用化学品、日用百货、五金交电、服装鞋帽、化工产品及原料、纸及纸制品、塑料及其制品、金属材料采购销售；自营和代理各类商品和技术的进出口业务。,"柳州两面针股份有限公司以日化产业为主要业务。主要业务日化板块：主要产品为牙膏、牙刷、漱口水等口腔护理产品，沐浴露、洗发水等个人洗护品，酒店日用品，泡沫洗手液、免洗洗手液等消字号产品，由母公司、江苏实业公司、芳草公司负责经营。医药板块：从事药品生产销售，主要产品为氨咖黄敏胶囊、银杏叶片、苍鹅鼻炎片、感冒灵冲剂等，丹皮酚、愈创木酚磺酸钾、细辛脑等原料药，由亿康药业负责经营。公司是行业内首家通过ISO9001国际质量体系认证的国家高新技术企业,拥有采用国家2G制药标准生产牙膏,是国内一流的中草药牙膏生产企业。",林钻煌,柳州市人民政府国有资产监督管理委员会 (40.22%),广西壮族自治区柳州市城中区东环大道282号
600250.SH,南京纺织品进出口股份有限公司,南纺股份,,商业贸易和旅游。,"　　纺织品进出口及代理进出口业务,“三来一补”,承办中外合资,经营合作生产业务,经营国家放开经营的其他商品进出口业务(按外经贸部批文);百货、五金交电、电子产品、通讯设备、化工产品、金属材料、建筑材料的销售;对外劳务合作业务;对外派遣工程、生产及服务行业的劳务人员(不含海员);煤炭批发;金银制品、珠宝首饰的销售;自然生态系统保护管理;文物文化遗址保护服务;非物质文化遗产保护;农村民间工艺及制品、休闲农业和乡村旅游资源的开发经营;酒店管理;住宿服务;专业设计服务;大型游乐设施制造;普通露天游乐场所游乐设备制造(不含大型游乐设施);公园、景区小型设施娱乐活动;城市公园管理;名胜风景区管理;游览景区管理;商业综合体管理服务;园区管理服务;旅行社服务网点旅游招徕、咨询服务;旅游业务;会议及展览服务;礼仪服务;休闲观光活动;组织文化艺术交流活动;体育赛事策划;体育竞赛组织(依法须经批准的项目,经相关部门批准后方可开展经营活动)",南京纺织品进出口股份有限公司业务主要涉及商业贸易和旅游两大板块。贸易业务为公司传统业务，旅游业务为公司转型发展方向。其主要产品包括纺织品及服装、机电产品、化工原料、金属材料、游览服务、零售百货。,徐德健,南京市人民政府国有资产监督管理委员会 (34.77%),江苏省南京市秦淮区小心桥东街18号
600251.SH,新疆冠农股份有限公司,冠农股份,新疆冠农果茸股份有限公司,主要从事番茄、棉花、甜菜制糖、新疆特色干鲜果品的收购、加工和销售。,　　棉花、蔬菜、果业种植、加工及销售；籽棉、皮棉、农产品的收购、加工及销售；颗粒粕的加工、销售；食品的生产、加工及销售；包装制品的开发、加工、销售；鹿产品的加工及销售；农业综合开发；一般货物与技术的进出口经营；机械设备、场地、房屋的租赁；物业管理；电子商务；仓储服务；物流及供应链管理；皮棉、棉短绒、棉籽、棉纱、塑料制品、纸浆、纸制品、金属材料、橡胶制品、沥青、木材、煤炭、机械设备、电子产品、化肥、铁矿粉、炉料、机电设备、五金交电、百货、建筑材料、化工产品、钢材的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,新疆冠农股份有限公司主要是依托新疆农业资源优势，从事番茄、棉花、甜菜等新疆特色农产品深加工、贸易、仓储物流、供应链服务等业务。“冠农牌”白砂糖连续多年保持了中国绿色食品，并连续多年在全国糖业甜菜糖厂综合绩效标杆企业。,刘中海,新疆生产建设兵团第二师 (45.40%),新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市团结南路48号小区
600252.SH,广西梧州中恒集团股份有限公司,中恒集团,,医药及医疗防护用品制造、食品制造、中药材种植、医药流通及日化产业。,　　对医药、能源、基础设施、城市公用事业、酒店旅游业、物流业的投资与管理；房地产开发与经营(凭有效资格证书开展经营活动)、投资；自有资产经营与管理；国内商业贸易（国家有专项规定的除外）。,广西梧州中恒集团股份有限公司主营业务是医药及医疗防护用品制造、食品制造、中药材种植、医药流通及日化产业。主要产品是制药业务、食品业务。公司医药制造业位居中国制药工业百强企业名单，在行业有较高的品牌知名度、美誉度及忠诚度，为中国医药工业百强企业、广西龙头药品生产企业。,莫宏胜,广西壮族自治区人民政府国有资产监督管理委员会 (24.77%),广西壮族自治区梧州市万秀区工业园区工业大道1号
600253.SH,河南天方药业股份有限公司,天方药业,,从事原料药和制剂药的生产加工、销售以及新产品研制等,"　　医药及原料药的生产、加工、销售(凭有关许可证),新技术、新产品的研制、开发、技术服务,货运,味精、淀粉的生产、销售(凭证)。","河南天方药业股份有限公司是以生产中西药制剂和原料药为主的国家大型综合性医药企业,公司从事原料药和制剂药的生产加工、销售以及新产品研制,下属16个子公司、一个技术开发中心,是全国512家重点企业之一、国家科技部和中科院共同认定的高新技术企业.公司共生产11个类型366个品种、规格的产品.2010年,主导产品天方罗欣、乙酰螺旋霉素、维脑路通的市场占有率分别为85%、55%、40%。",年大明,中国通用技术(集团)控股有限责任公司 (39.76%),河南省驻马店市驿城区光明路2号
600255.SH,安徽鑫科新材料股份有限公司,鑫科材料,安徽梦舟实业股份有限公司,高性能、高精度铜合金板带产品的研发、生产和销售。,　　有色金属合金制造；有色金属合金销售；金属表面处理及热处理加工；有色金属压延加工；有色金属铸造；金属材料制造；金属材料销售；金属切削加工服务；电镀加工；机械电气设备制造；机械电气设备销售；电子专用材料研发；电子专用材料制造；电子专用材料销售；锻件及粉末冶金制品制造；锻件及粉末冶金制品销售；电工器材制造；电工器材销售；高性能有色金属及合金材料销售；新材料技术研发；新型金属功能材料销售；自有资金投资的资产管理服务；以自有资金从事投资活动（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：技术进出口；货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"安徽鑫科新材料股份有限公司主营业务为高性能、高精度铜合金板带产品的研发、生产和销售。主要产品为高精度黄铜,铁铜,青铜和白铜裸带以及其回流镀锡带材,热浸镀镀锡带材等。通过近几年的技术积累，产品优势明显：一是公司青铜已是国内领先品牌；二是鑫科在镀锡领域已被全球客户认可，拥有年产10,000吨镀锡材的生产能力。经中国有色金属加工工业协会认证，公司“镀锡带材”产品市场占有率全球前十，国内第一，该项目已通过2021年度安徽省科技成果鉴定，目前正在申报2022年度国家制造业单项冠军。",宋志刚,三台县国有资产监督管理办公室 (9.80%),安徽省芜湖市鸠江区永安路88号
600256.SH,广汇能源股份有限公司,广汇能源,新疆广汇实业股份有限公司,天然气板块、煤炭板块和煤化工板块。,　　煤炭销售；天然气【富含甲烷的】、甲醇的批发、零售（无储存设施经营）；液化天然气、石油及制品、天然气、煤炭、煤化工、清洁燃料汽车应用、加注站建设的项目投资与技术服务；一般货物与技术的进出口经营；国内商业购销；机械设备、建筑和装修材料、矿产品、金属材料、金属制品、针纺织品、化工产品、五金产品、消防用品的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,广汇能源股份有限公司主营业务是天然气板块、煤炭板块和煤化工板块。主要产品是中高压开关柜、接触器、断路器等电器元件、低压控制电器、自动化装置系统、光伏项目。,韩士发,孙广信 (17.13%),新疆维吾尔自治区乌鲁木齐市新市区新华北路165号中天广场27层
600257.SH,大湖水殖股份有限公司,大湖股份,湖南洞庭水殖股份有限公司,健康产品的生产与销售业务，包括淡水鱼类及相关水产品的养殖、加工和销售，白酒产品的生产与销售，药品、保健品、医疗器械以及与健康相关产品等的连锁零售及批发业务；以康复护理医院运营管理的健康医疗服务业务。,　　许可项目：医疗服务；食品生产；食品销售；饮料生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。一般项目：农产品的生产、销售、加工、运输、贮藏及其他相关服务；水污染治理；水环境污染防治服务；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；以自有资金从事投资活动；医院管理；养老服务；游览景区管理；旅游开发项目策划咨询；项目策划与公关服务；社会经济咨询服务；企业管理咨询；货物进出口；技术进出口；光伏设备及元器件销售；组织文化艺术交流活动（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,大湖水殖股份有限公司的主营业务为健康产品的生产与销售业务，包括淡水鱼类及相关水产品的养殖、加工和销售，白酒产品的生产与销售，药品、保健品、医疗器械以及与健康相关产品等的连锁零售及批发业务；以康复护理医院运营管理的健康医疗服务业务。公司的主要产品为水产品、白酒、药品、医疗服务。,罗订坤,罗祖亮 (20.71%),湖南省常德市武陵区丹阳街道建民巷社区建设东路348号
600258.SH,北京首旅酒店(集团)股份有限公司,首旅酒店,北京首都旅游股份有限公司,从事酒店投资与运营管理及景区经营业务。,"　　出租汽车客运;餐饮服务;项目投资及管理;旅游服务;饭店经营及管理;旅游产品开发、销售;承办展览展示活动;设计、制作、代理、发布国内及外商来华广告;信息咨询;技术开发、技术咨询、技术服务;出租商业用房;物业管理;健身服务;棋;牌;台球;保龄球;旅游接洽;代客订购车票、文艺票;出租自行车、三轮车;复印;旅游信息咨询;国内航线除香港、澳门、台湾地区航线外的航空客运销售代理业务;销售百货、工艺美术品、日用品、服装鞋帽、针纺织品、字画、装饰材料、五金交电、建筑材料、汽车配件;机动车公共停车场服务;美术装饰;仓储;为举办展览提供服务;会议服务;保洁服务;家居装饰;以下项目限分支机构经营住宿;酒吧;洗衣服务;销售食品、书刊、二类普通诊察器械、医用橡胶制品、零售卷烟、雪茄烟;零售、出租音像制品;零售图书、期刊、电子出版物。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",北京首旅酒店(集团)股份有限公司的主营业务是从事酒店投资与运营管理及景区经营业务。公司的主要服务是酒店运营、酒店管理、景区运营。,白凡,北京市人民政府国有资产监督管理委员会 (34.47%),北京市朝阳区雅宝路10号凯威大厦三层
600259.SH,广晟有色金属股份有限公司,广晟有色,海南兴业聚酯股份有限公司,稀土矿开采、冶炼分离、深加工以及有色金属贸易业务。,　　有色金属（含稀有稀土金属）矿采选与贵金属矿采选项目的投资及管理；有色金属（含稀有稀土金属）冶炼、贵金属冶炼；有色金属合金制造、有色金属压延加工；有色金属产品的收购、加工和销售；物流运输仓储（危险品除外）项目的投资及管理；建筑材料、机械设备及管道安装、维修；有色金属矿冶炼科研设计；有色金属企业管理信息咨询服务；化工产品（危险品除外）、有色金属、建筑材料国内贸易；项目投资。,广晟有色金属股份有限公司主要从事稀土矿开采、冶炼分离、深加工以及有色金属贸易业务，生产产品包括稀土精矿、混合稀土、稀土氧化物、稀土金属、钨精矿等。红岭公司联合省科学院资源所完成的“低品位钨多金属绿色高效利用与产业化”项目，获得2020年度中国有色金属行业科技进步一等奖，大埔公司在2020年获得国家级绿色矿山的荣誉，在资源利用、技术创新、节能减排方面达到了国内同类矿山先进水平。,张喜刚,广东省人民政府国有资产监督管理委员会 (38.45%),广东省广州市番禺区汉溪大道东386号广晟万博城A塔写字楼36-37楼
600260.SH,湖北凯乐科技股份有限公司,凯乐科技,湖北凯乐新材料科技股份有限公司,专网通信产品、光纤光缆、通信硅管、移动智能终端等产品的研发、生产与销售。,　　网络系统的研究与开发；电子产品、通讯和通信电子设备（不含卫星地面接收设施及无线发射设备）、计算机软硬件的研发、安装、维护、技术咨询、技术服务；通讯设备的研发、销售；计算机系统集成；塑料硬管及管件、软管、管材、塑料零件及塑料土工合成材料、网络光缆塑料护套材料、建筑材料、装饰材料的制造及销售；化工产品（不含化学危险品及国家限制的化学品）、光纤、光缆产品、通信电缆、化工新材料（不含化学危险品及国家限制经营的化学物品）的制造与销售；市政工程、基础设施工程；钢材销售及对外投资（需经审批的，在审批前不得经营）；预包装食品批发兼零售（不含乳制品）（涉及许可经营项目，应取得相关部门许可后方可经营）。,湖北凯乐科技股份有限公司主营业务是专网通信产品、光纤光缆、通信硅管、移动智能终端等产品的研发、生产与销售。公司主要产品为光缆、光纤、通信电缆、硅芯管、塑料管材、移动智能终端、信息服务、专网通信、房地产。,,公安县凯乐塑管厂 (11.24%),湖北省荆州市公安县斗湖堤镇城关
600261.SH,浙江阳光照明电器集团股份有限公司,阳光照明,浙江阳光集团股份有限公司,照明电器的研发、生产、销售，同时为客户提供综合照明解决方案。,　　一般项目：照明器具制造；照明器具销售；半导体照明器件制造；半导体照明器件销售；照明器具生产专用设备制造；照明器具生产专用设备销售；电气设备销售；机械电气设备制造；机械电气设备销售；标准化服务；半导体器件专用设备制造；半导体器件专用设备销售；电子元器件制造；电子元器件批发；电子元器件零售；工程和技术研究和试验发展；节能管理服务；新型建筑材料制造（不含危险化学品）；光伏设备及元器件制造；光伏设备及元器件销售；家用电器制造；五金产品制造；建筑用金属配件制造；建筑用金属配件销售；建筑装饰、水暖管道零件及其他建筑用金属制品制造；厨具卫具及日用杂品批发；风机、风扇销售；工程管理服务；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,"浙江阳光照明电器集团股份有限公司是中国最大的节能灯生产和出口基地之一,国家级高新技术企业。主营业务是照明电器的研发、生产、销售，同时为客户提供综合照明解决方案,是公认的""中国主要的节能灯生产和出口基地""。公司拥有国内照明行业首家国家认定技术中心，设有国内照明行业首家博士后科研工作站，拥有国家认可实验室和产品检测中心，具备材料研究、设备研发、产品设计等综合研发实力，产品已获得美国UL、FCC、欧洲VDE、CE、GS、TUV、加拿大CSA等50多项国际标准认证。公司一直以来重视知识产权和专利技术，公司是国家知识产权总局评定的首批“全国专利试点企业”，获授权国家专利572项，其中获授权发明专利75项，国内实用新型专利372项，获得国外专利13项，主持、参与起草国家标准43项。",陈卫,陈森洁及其配偶 (45.45%),浙江省绍兴市上虞区曹娥街道人民大道西段568号
600262.SH,内蒙古北方重型汽车股份有限公司,北方股份,,矿用车的研发、生产、销售和服务，同时提供矿用车备件、维修承包及劳务服务等。,　　开发制造各种型号的非公路(或工矿两用)自卸汽车、以及铲运机、装载机、推土机、挖掘机等工程机械及相应的零部件，从事产品销售、机械设备销售并提供售后服务、劳务服务、技术服务等；产品及零部件维修(包括大修)、租赁业务；土石方工程业务；保税库业务；技术进出口；进出口代理；货物进出口；软件开发。,内蒙古北方重型汽车股份有限公司主要业务为矿用车的研发、生产、销售和服务，同时提供矿用车备件、维修承包及劳务服务等。公司能够生产载重28-360吨全系矿用车，拥有TR系列载重100吨以下机械传动矿用车（含矿用洒水车）、NTE系列载重110-360吨电动轮（电驱动）矿用车。公司是中国工程机械工业协会工程运输机械分会（矿用汽车分会）理事长单位、矿车国家标准牵头编制单位和制造业单项冠军示范企业，2012年至今连续8年入选“全球工程机械制造商50强”。,李军,国务院国有资产监督管理委员会 (17.61%),内蒙古自治区包头市昆都仑区稀土高新技术产业开发区北方股份大厦
600263.SH,路桥集团国际建设股份有限公司,路桥建设,,公路、桥梁、机场、港口、隧道、给水、排水及其他土木工程建设项目的总承包。,　　公路、桥梁、隧道工程建设项目的总承包;公路收费经营;承包境外工程和境内国际招标工程;上述境外工程所需的设备、材料出口;对外派遣实施上述工程所需的劳务人员.本公司的提供主要劳务包括:桥梁施工、高速公路施工等.,"路桥集团国际建设股份有限公司地处北京,是一家以公路、桥梁、机场、港口等土木工程建设为主业,以投资、物业租赁、工业制造为辅业,旗下共有8家子公司.公司拥有雄厚的经营实力和强大的技术自主创新能力,先后参与了上海东海大桥、杭州湾跨海大桥、上海崇明越江通道长江大桥等国家特大型重点工程的建设,在行业内外享有一定的知名度.
 2010年,公司有2项实用新型和2 项发明专利获得国家专利局授权,9项工法被评为中国公路协会级工法.多项课题研究获得嘉奖,其中《水下无封底混凝土套箱关键技术研究》获中国公路学会科学技术特等奖,《复合式牵索挂篮设计与施工技术》获二等奖,黄埔大桥《大跨径移动模架设计与施工技术》荣获中交股份科学技术进步二等奖,瓯南大桥《大跨径开启式钢桁梁施工技术及其工程应用》获中山市科学技术二等奖。",毛志远,国务院国有资产监督管理委员会 (42.82%),北京市东城区东中街9号东环广场A座写字楼八层
600265.SH,云南景谷林业股份有限公司,景谷林业,,人造板制造和林化产品加工，木材采运及林业、农业技术研发等业务。,　　经营本企业自产的脂松香、脂松节油、α蒎烯、β蒎烯等林产化工系列产品及相关技术的出口业务；经营本企业生产科研所需原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务，林产化工产品制造（不含管理商品），人造板，森林资源培育，木材采运、加工、销售，林业技术开发研究，畜牧业。石油制品、化工原料及燃料、润滑油、化工产品、橡胶原料及制品、塑料原料及制品、矿产品、矿物制品、金属制品、沥青、建筑材料、装饰材料、防水材料、防腐材料、矿用物资、金属材料、煤炭及制品、非金属矿及制品、化肥原料及化肥的销售（危险化学品、涉氨制冷业及国家限定违禁管制品除外）；能源技术开发、技术咨询、技术服务；商务信息咨询；货物进出口或技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,云南景谷林业股份有限公司的主营业务为人造板制造和林化产品加工，木材采运及林业、农业技术研发等业务。主要产品和服务为胶合板、细木工板、单板、贴面板、松香、松节油、歧化松香。“海帆”和“航天”商标是云南省知名品牌、著名商标。,吴昱,郑家纯 (22.73%),云南省普洱市景谷傣族彝族自治县林纸路201号
600266.SH,北京城建投资发展股份有限公司,城建发展,北京城建股份有限公司,开发、销售房地产。,　　房地产开发、销售商品房；投资及投资管理；销售金属材料、木材、建筑材料、机械电器设备；信息咨询(不含中介服务)；环保技术开发、技术服务。,北京城建投资发展股份有限公司主营业务是开发、销售房地产。主要产品是房地产开发、物业管理、租赁。公司连续12年荣获中国房地产开发企业500强称号，获得中国房地产上市公司综合实力100强荣誉称号。,储昭武,北京市人民政府国有资产监督管理委员会 (41.86%),北京市朝阳区北土城西路11号城建开发大厦
600267.SH,浙江海正药业股份有限公司,海正药业,,化学原料药和制剂的研发、生产和销售业务。,　　药品的生产（范围详见《中华人民共和国药品生产许可证》），兽药的生产、销售（生产范围详见《中华人民共和国兽药生产许可证》）；兽药销售范围详见（《中华人民共和国兽药经营许可证》）。经营进出口业务，医药相关产业产品及健康相关产业产品的研发、技术服务，翻译服务，信息技术服务，培训服务（不含办班培训）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江海正药业股份有限公司主营化学原料药和制剂的研发、生产和销售业务，具体包括：化学原料药业务、制剂业务、生物药业务和医药商业业务，公司先后获得“国家高新技术企业”、“全国五一劳动奖状”等荣誉，入选国家首批“创新型企业”、“国家知识产权示范企业”。,蒋国平,台州市椒江区人民政府 (26.79%),浙江省台州市椒江区外沙路46号
600268.SH,国电南京自动化股份有限公司,国电南自,,在电力、工业、新能源等领域为客户提供配套自动化、信息化产品、集成设备及整体解决方案。,　　电动汽车充换电系统设备、设施的研发、生产、销售及服务；配用电自动化设备及系统、继电保护系统、控制系统、电力自动化系统、监测系统、管理信息系统、调度自动化系统、轨道交通自动化系统、船舶自动化系统及其他工业自动化系统、节能减排系统、储能系统、新能源及新技术的利用与开发系统、大坝及岩土工程系统、水电水资源自动化和信息化系统、视频监控及安全技术防范系统、计算机信息集成系统开发、设计、生产、制造、销售、技术支持和咨询服务；高低压电器及传动设备、智能测试设备、智能仪器仪表研发、设计、制造、销售和服务；楼宇自动化系统、通信系统、乘客信息系统、隧道及城市管廊监控系统、轨道交通信号系统、交通指挥调度系统、轨道交通工程、市政管廊工程、电力（新能源发电）建设工程、环境保护及水处理工程、工矿企业建设工程开发、设计、生产、销售、技术支持、咨询服务、项目管理、工程总承包；本企业自产产品和技术的出口业务；本企业生产、科研用原辅材料、仪器仪表、机械设备、零配件及技术的进口业务；进料加工和“三来一补”；自有设备租赁；自有房屋租赁；职业技能培训；能源工程总承包、设备集成。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,国电南京自动化股份有限公司主营业务为在电力、工业、新能源等领域为客户提供配套自动化、信息化产品、集成设备及整体解决方案。主要产品为电网自动化产品、电厂自动化产品、水电自动化产品、轨道交通自动化产品、信息与安全技术产品服务、新能源和输变电系统集成业务等。,经海林,国务院国有资产监督管理委员会 (48.35%),江苏省南京市浦口区高新技术产业开发区星火路8号
600269.SH,江西赣粤高速公路股份有限公司,赣粤高速,,高速公路运营、智慧交通、实业投资和金融投资业务。,　　交通基础设施的投资、建设、管理、经营、养护、工程咨询以及附属设施的开发和经营；服务区汽车维修；百货销售；住宿；餐饮；广告；仓储（危险化学品除外）；新能源开发；智能交通系统与信息网络产品的研发与服务；新技术、新材料、新产品研发；房地产开发与经营；酒店经营管理；教育信息咨询服务；文化旅游资源及养老产业开发；苗圃和园林绿化；筑路材料加工与经营；道路清障救援（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,江西赣粤高速公路股份有限公司主营业务是高速公路运营、智慧交通、实业投资和金融投资等业务。其主要产品包括昌九高速公路、昌樟高速公路、九景高速公路、温厚高速公路、彭湖高速公路、昌铜高速公路、昌泰高速公路。公司荣获第十七届中国上市公司竞争力，公信力“星”公司评选活动“董事会之星奖”。公司荣获中国上市公司协会2022年度“上市公司监事会最佳实践案例”评选活动“上市公司监事会积极进取奖”。锦路公司参建的“BIM+数智管控技术助力吉康高速改扩建项目建设高效管理”项目荣获2022年度中国公路学会“天工杯”数字交通及智能建造技术应用大赛工程组银奖。,王国强,江西省交通运输厅 (48.05%),江西省南昌市西湖区朝阳洲中路367号赣粤大厦
